id,grupo,nombre,descripcion,termino
53,programa,Generación programada PVP Derivados del petróleo ó carbón,"<p>Energía correspondiente al programa diario, con desglose por periodos de programación, que incorpora las modificaciones introducidas en el PDBF para la resolución de las restricciones técnicas identificadas por criterios de seguridad y para el reequilibrio posterior generación-demanda.</p><p>En c",D+1
54,programa,Generación programada PVP Subproductos minería,"<p>Energía correspondiente al programa diario, con desglose por periodos de programación, que incorpora las modificaciones introducidas en el PDBF para la resolución de las restricciones técnicas identificadas por criterios de seguridad y para el reequilibrio posterior generación-demanda.</p><p>En c",D+1
55,programa,Generación programada PVP Energía residual,"<p>Energía correspondiente al programa diario, con desglose por periodos de programación, que incorpora las modificaciones introducidas en el PDBF para la resolución de las restricciones técnicas identificadas por criterios de seguridad y para el reequilibrio posterior generación-demanda.</p><p>En c",D+1
56,programa,Generación programada PVP Biomasa,"<p>Energía correspondiente al programa diario, con desglose por periodos de programación, que incorpora las modificaciones introducidas en el PDBF para la resolución de las restricciones técnicas identificadas por criterios de seguridad y para el reequilibrio posterior generación-demanda.</p><p>En c",D+1
57,programa,Generación programada PVP Biogás,"<p>Energ&iacute;a correspondiente al programa diario, con desglose por periodos de programaci&oacute;n, que incorpora las modificaciones introducidas en el PDBF para la resoluci&oacute;n de las restricciones t&eacute;cnicas identificadas por criterios de seguridad y para el reequilibrio posterior ge",D+1
58,programa,Generación programada PVP Residuos domésticos y similares,"<p>Energía correspondiente al programa diario, con desglose por periodos de programación, que incorpora las modificaciones introducidas en el PDBF para la resolución de las restricciones técnicas identificadas por criterios de seguridad y para el reequilibrio posterior generación-demanda.</p><p>En c",D+1
59,programa,Generación programada PVP Residuos varios,"<p>Energía correspondiente al programa diario, con desglose por periodos de programación, que incorpora las modificaciones introducidas en el PDBF para la resolución de las restricciones técnicas identificadas por criterios de seguridad y para el reequilibrio posterior generación-demanda.</p><p>En c",D+1
60,programa,Generación programada PVP Consumo bombeo,"<p>Energía correspondiente al programa diario, con desglose por periodos de programación, que incorpora las modificaciones introducidas en el PDBF para la resolución de las restricciones técnicas identificadas por criterios de seguridad y para el reequilibrio posterior generación-demanda.</p><p>En c",D+1
61,programa,Generación programada PVP Enlace Baleares,"<p>Energía correspondiente al programa diario, con desglose por periodos de programación, que incorpora las modificaciones introducidas en el PDBF para la resolución de las restricciones técnicas identificadas por criterios de seguridad y para el reequilibrio posterior generación-demanda.</p><p>En c",D+1
62,programa,Generación programada PVP Genéricas,"<p>Energía correspondiente al programa diario, con desglose por periodos de programación, que incorpora las modificaciones introducidas en el PDBF para la resolución de las restricciones técnicas identificadas por criterios de seguridad y para el reequilibrio posterior generación-demanda.</p><p>En c",D+1
63,programa,Generación programada PVP Importación Francia,"<p>Energía correspondiente al programa diario, con desglose por periodos de programación, que incorpora las modificaciones introducidas en el PDBF para la resolución de las restricciones técnicas identificadas por criterios de seguridad y para el reequilibrio posterior generación-demanda.</p><p>En c",D+1
64,programa,Generación programada PVP Importación Portugal,"<p>Energía correspondiente al programa diario, con desglose por periodos de programación, que incorpora las modificaciones introducidas en el PDBF para la resolución de las restricciones técnicas identificadas por criterios de seguridad y para el reequilibrio posterior generación-demanda.</p><p>En c",D+1
65,programa,Generación programada PVP Importación Marruecos,"<p>Energía correspondiente al programa diario, con desglose por periodos de programación, que incorpora las modificaciones introducidas en el PDBF para la resolución de las restricciones técnicas identificadas por criterios de seguridad y para el reequilibrio posterior generación-demanda.</p><p>En c",D+1
66,programa,Generación programada PVP Importación Andorra,"<p>Energía correspondiente al programa diario, con desglose por periodos de programación, que incorpora las modificaciones introducidas en el PDBF para la resolución de las restricciones técnicas identificadas por criterios de seguridad y para el reequilibrio posterior generación-demanda.</p><p>En c",D+1
67,programa,Generación programada PVP Exportación Francia,"<p>Energía correspondiente al programa diario, con desglose por periodos de programación, que incorpora las modificaciones introducidas en el PDBF para la resolución de las restricciones técnicas identificadas por criterios de seguridad y para el reequilibrio posterior generación-demanda.</p><p>En c",D+1
68,programa,Generación programada PVP Exportación Portugal,"<p>Energía correspondiente al programa diario, con desglose por periodos de programación, que incorpora las modificaciones introducidas en el PDBF para la resolución de las restricciones técnicas identificadas por criterios de seguridad y para el reequilibrio posterior generación-demanda.</p><p>En c",D+1
69,programa,Generación programada PVP Exportación Marruecos,"<p>Energía correspondiente al programa diario, con desglose por periodos de programación, que incorpora las modificaciones introducidas en el PDBF para la resolución de las restricciones técnicas identificadas por criterios de seguridad y para el reequilibrio posterior generación-demanda.</p><p>En c",D+1
70,programa,Generación programada PVP Exportación Andorra,"<p>Energía correspondiente al programa diario, con desglose por periodos de programación, que incorpora las modificaciones introducidas en el PDBF para la resolución de las restricciones técnicas identificadas por criterios de seguridad y para el reequilibrio posterior generación-demanda.</p><p>En c",D+1
71,programa,Generación programada P48 Hidráulica UGH,<p>Energía correspondiente al programa operativo que el OS establece en cada período hasta el final del horizonte de programación diario.</p><p>En concreto este indicador se refiere a las unidades de programación con tipo de producción Hidráulica UGH .</p><p><b>Publicación:</b> cada hora en torno al,D+1
72,programa,Generación programada P48 Hidráulica no UGH,<p>Energía correspondiente al programa operativo que el OS establece en cada período hasta el final del horizonte de programación diario.</p><p>En concreto este indicador se refiere a las unidades de programación con tipo de producción Hidráulica no UGH .</p><p><b>Publicación:</b> cada hora en torno,D+1
73,programa,Generación programada P48 Turbinación bombeo,<p>Energía correspondiente al programa operativo que el OS establece en cada período hasta el final del horizonte de programación diario.</p><p>En concreto este indicador se refiere a las unidades de programación con tipo de producción Turbinación bombeo.</p><p><b>Publicación:</b> cada hora en torno,D+1
74,programa,Generación programada P48 Nuclear,<p>Energía correspondiente al programa operativo que el OS establece en cada período hasta el final del horizonte de programación diario.</p><p>En concreto este indicador se refiere a las unidades de programación con tipo de producción Nuclear.</p><p><b>Publicación:</b> cada hora en torno al minuto,D+1
75,programa,Generación programada P48 Hulla antracita Anexo II RD 134/2010,<p>Energía correspondiente al programa operativo que el OS establece en cada período hasta el final del horizonte de programación diario.</p><p>En concreto este indicador se refiere a las unidades de programación con tipo de producción Hulla antracita Anexo II RD 134/2010 .</p><p><b>Publicación:</b>,D+1
76,programa,Generación programada P48 Hulla sub-bituminosa Anexo II RD 134/2010,<p>Energía correspondiente al programa operativo que el OS establece en cada período hasta el final del horizonte de programación diario.</p><p>En concreto este indicador se refiere a las unidades de programación con tipo de producción Hulla sub-bituminosa Anexo II RD 134/2010 .</p><p><b>Publicación,D+1
77,programa,Generación programada P48 Hulla antracita,<p>Energía correspondiente al programa operativo que el OS establece en cada período hasta el final del horizonte de programación diario.</p><p>En concreto este indicador se refiere a las unidades de programación con tipo de producción Hulla antracita .</p><p><b>Publicación:</b> cada hora en torno a,D+1
78,programa,Generación programada P48 Hulla sub-bituminosa,<p>Energía correspondiente al programa operativo que el OS establece en cada período hasta el final del horizonte de programación diario.</p><p>En concreto este indicador se refiere a las unidades de programación con tipo de producción Hulla sub-bituminosa .</p><p><b>Publicación:</b> cada hora en to,D+1
79,programa,Generación programada P48 Ciclo combinado,<p>Energía correspondiente al programa operativo que el OS establece en cada período hasta el final del horizonte de programación diario.</p><p>En concreto este indicador se refiere a las unidades de programación con tipo de producción Ciclo combinado.</p><p><b>Publicación:</b> cada hora en torno al,D+1
80,programa,Generación programada P48 Fuel,<p>Energía correspondiente al programa operativo que el OS establece en cada período hasta el final del horizonte de programación diario.</p><p>En concreto este indicador se refiere a las unidades de programación con tipo de producción Fuel.</p><p><b>Publicación:</b> cada hora en torno al minuto 15,D+1
81,programa,Generación programada P48 Gas Natural - Turbina de vapor,<p>Energía correspondiente al programa operativo que el OS establece en cada período hasta el final del horizonte de programación diario.</p><p>En concreto este indicador se refiere a las unidades de programación con tipo de producción Gas Natural.</p><p><b>Publicación:</b> cada hora en torno al min,D+1
82,programa,Generación programada P48 Eólica terrestre,<p>Energía correspondiente al programa operativo que el OS establece en cada período hasta el final del horizonte de programación diario.</p><p>En concreto este indicador se refiere a las unidades de programación con tipo de producción Eólica terrestre.</p><p><b>Publicación:</b> cada hora en torno a,D+1
83,programa,Generación programada P48 Eólica marina,<p>Energía correspondiente al programa operativo que el OS establece en cada período hasta el final del horizonte de programación diario.</p><p>En concreto este indicador se refiere a las unidades de programación con tipo de producción Eólica marina.</p><p><b>Publicación:</b> cada hora en torno al m,D+1
84,programa,Generación programada P48 Solar fotovoltaica,<p>Energía correspondiente al programa operativo que el OS establece en cada período hasta el final del horizonte de programación diario.</p><p>En concreto este indicador se refiere a las unidades de programación con tipo de producción Solar fotovoltaica.</p><p><b>Publicación:</b> cada hora en torno,D+1
85,programa,Generación programada P48 Solar térmica,<p>Energía correspondiente al programa operativo que el OS establece en cada período hasta el final del horizonte de programación diario.</p><p>En concreto este indicador se refiere a las unidades de programación con tipo de producción Solar térmica.</p><p><b>Publicación:</b> cada hora en torno al m,D+1
86,programa,Generación programada P48 Océano y geotérmica,"<p>Energ&iacute;a correspondiente al programa operativo que el OS establece en cada per&iacute;odo hasta el final del horizonte de programaci&oacute;n diario.</p>

<p>En concreto este indicador se refiere a las unidades de programaci&oacute;n con tipo de producci&oacute;n Oc&eacute;ano&nbsp;y geot",D+1
87,programa,Generación programada P48 Gas Natural Cogeneración,<p>Energía correspondiente al programa operativo que el OS establece en cada período hasta el final del horizonte de programación diario.</p><p>En concreto este indicador se refiere a las unidades de programación con tipo de producción Gas Natural Cogeneración.</p><p><b>Publicación:</b> cada hora en,D+1
88,programa,Generación programada P48 Derivados del petróleo ó carbón,<p>Energía correspondiente al programa operativo que el OS establece en cada período hasta el final del horizonte de programación diario.</p><p>En concreto este indicador se refiere a las unidades de programación con tipo de producción Derivados del petróleo ó carbón.</p><p><b>Publicación:</b> cada,D+1
89,programa,Generación programada P48 Subproductos minería,<p>Energía correspondiente al programa operativo que el OS establece en cada período hasta el final del horizonte de programación diario.</p><p>En concreto este indicador se refiere a las unidades de programación con tipo de producción Subproductos minería.</p><p><b>Publicación:</b> cada hora en tor,D+1
90,programa,Generación programada P48 Energía residual,<p>Energía correspondiente al programa operativo que el OS establece en cada período hasta el final del horizonte de programación diario.</p><p>En concreto este indicador se refiere a las unidades de programación con tipo de producción Energía residual.</p><p><b>Publicación:</b> cada hora en torno a,D+1
91,programa,Generación programada P48 Biomasa,<p>Energía correspondiente al programa operativo que el OS establece en cada período hasta el final del horizonte de programación diario.</p><p>En concreto este indicador se refiere a las unidades de programación con tipo de producción Biomasa.</p><p><b>Publicación:</b> cada hora en torno al minuto,D+1
92,programa,Generación programada P48 Biogás,"<p>Energ&iacute;a correspondiente al programa operativo que el OS establece en cada per&iacute;odo hasta el final del horizonte de programaci&oacute;n diario.</p>

<p>En concreto este indicador se refiere a las unidades de programaci&oacute;n con tipo de producci&oacute;n Biog&aacute;s.</p>

<p>",D+1
93,programa,Generación programada P48 Residuos domésticos y similares,<p>Energía correspondiente al programa operativo que el OS establece en cada período hasta el final del horizonte de programación diario.</p><p>En concreto este indicador se refiere a las unidades de programación con tipo de producción Residuos domésticos y similares.</p><p><b>Publicación:</b> cada,D+1
94,programa,Generación programada P48 Residuos varios,<p>Energía correspondiente al programa operativo que el OS establece en cada período hasta el final del horizonte de programación diario.</p><p>En concreto este indicador se refiere a las unidades de programación con tipo de producción Residuos varios.</p><p><b>Publicación:</b> cada hora en torno al,D+1
95,programa,Generación programada P48 Consumo bombeo,<p>Energía correspondiente al programa operativo que el OS establece en cada período hasta el final del horizonte de programación diario.</p><p>En concreto este indicador se refiere a las unidades de programación con tipo de producción Consumo bombeo.</p><p><b>Publicación:</b> cada hora en torno al,D+1
96,programa,Generación programada P48 Enlace Baleares,<p>Energía correspondiente al programa operativo que el OS establece en cada período hasta el final del horizonte de programación diario.</p><p>En concreto este indicador se refiere a las unidades de programación del enlace de Baleares.</p><p><b>Publicación:</b> cada hora en torno al minuto 15 con l,D+1
97,programa,Generación programada P48 Genéricas,<p>Energía correspondiente al programa operativo que el OS establece en cada período hasta el final del horizonte de programación diario.</p><p>En concreto este indicador se refiere a las unidades de programación de tipo genéricas.</p><p><b>Publicación:</b> cada hora en torno al minuto 15 con la inf,D+1
98,programa,Generación programada P48 Importación Francia,<p>Energía correspondiente al programa operativo que el OS establece en cada período hasta el final del horizonte de programación diario.</p><p>En concreto este indicador se refiere a las unidades de programación de importación con Francia.</p><p><b>Publicación:</b> cada hora en torno al minuto 15 c,D+1
99,programa,Generación programada P48 Importación Portugal,<p>Energía correspondiente al programa operativo que el OS establece en cada período hasta el final del horizonte de programación diario.</p><p>En concreto este indicador se refiere a las unidades de programación de importación con Portugal.</p><p><b>Publicación:</b> cada hora en torno al minuto 15,D+1
100,programa,Generación programada P48 Importación Marruecos,<p>Energía correspondiente al programa operativo que el OS establece en cada período hasta el final del horizonte de programación diario.</p><p>En concreto este indicador se refiere a las unidades de programación de importación con Marruecos.</p><p><b>Publicación:</b> cada hora en torno al minuto 15,D+1
101,programa,Generación programada P48 Importación Andorra,<p>Energía correspondiente al programa operativo que el OS establece en cada período hasta el final del horizonte de programación diario.</p><p>En concreto este indicador se refiere a las unidades de programación de importación con Andorra.</p><p><b>Publicación:</b> cada hora en torno al minuto 15 c,D+1
102,programa,Generación programada P48 Exportación Francia,<p>Energía correspondiente al programa operativo que el OS establece en cada período hasta el final del horizonte de programación diario.</p><p>En concreto este indicador se refiere a las unidades de programación de exportación con Francia.</p><p><b>Publicación:</b> cada hora en torno al minuto 15 c,D+1
103,programa,Generación programada P48 Exportación Portugal,<p>Energía correspondiente al programa operativo que el OS establece en cada período hasta el final del horizonte de programación diario.</p><p>En concreto este indicador se refiere a las unidades de programación de exportación con Portugal.</p><p><b>Publicación:</b> cada hora en torno al minuto 15,D+1
104,programa,Generación programada P48 Exportación Marruecos,<p>Energía correspondiente al programa operativo que el OS establece en cada período hasta el final del horizonte de programación diario.</p><p>En concreto este indicador se refiere a las unidades de programación de exportación con Marruecos.</p><p><b>Publicación:</b> cada hora en torno al minuto 15,D+1
